,L1,L2,iter,outliers,sigma,nre_corr,nre_uncorr,max,min,close_to_zero,time
0,0,1,0,0,0,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.06081104278564453
1,0,1,0,0,4,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.008420705795288086
2,0,1,0,0,12,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.12524938583374023
3,0,1,0,0,20,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.004720926284790039
4,0,1,0,0,28,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.013255834579467773
5,0,1,0,1125,0,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.11486339569091797
6,0,1,0,1125,4,0.9861909152384296,0.9893425873047778,19.665456122653314,-34.67973420400792,1,0.3726181983947754
7,0,1,0,1125,12,0.9842994709745084,1.0024346479547208,29.025725850134602,-52.81660599492647,0,0.04426932334899902
8,0,1,0,1125,20,0.9815608553990742,1.0397546723902644,59.1891421529232,-62.45479009018715,0,0.12417459487915039
9,0,1,0,1125,28,0.9783285817632144,1.0888319786081218,44.97476707642178,-117.76875651411527,0,0.005332231521606445
10,0,1,0,2250,0,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.11667728424072266
11,0,1,0,2250,4,0.9861839171997225,0.9901744136768705,21.13186396956173,-37.76903115486041,0,0.012407779693603516
12,0,1,0,2250,12,0.9836067562731782,1.0176851596285965,52.40330230434083,-36.430257338505164,0,0.1260221004486084
13,0,1,0,2250,20,0.9832200968698773,1.0677748171046575,67.28188689355385,-62.562637921059675,0,0.03239035606384277
14,0,1,0,2250,28,0.9818317231673573,1.13348650560483,89.4130339257065,-99.03811142719378,0,0.1120610237121582
15,0,1,0,3375,0,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.11649560928344727
16,0,1,0,3375,4,0.9867585602136045,0.9919690596753606,23.20900480068064,-31.904951897229928,0,0.008922576904296875
17,0,1,0,3375,12,0.982624229242825,1.028767295838713,51.643004756004544,-55.0545931405048,0,0.11670422554016113
18,0,1,0,3375,20,0.9825357832755823,1.098739801856218,71.41368281015158,-80.42271797904537,0,0.014507293701171875
19,0,1,0,3375,28,0.9811905757280333,1.212566773670655,75.86057856097446,-158.92544959780156,0,0.07323503494262695
20,0,1,0,4500,0,0.9866570951562492,0.987705550182705,24.027132123259285,-20.001999387989617,0,0.12267088890075684
21,0,1,0,4500,4,0.9857239666633071,0.9919780019194034,28.341662961599713,-29.760250530457984,0,0.1083378791809082
22,0,1,0,4500,12,0.9845415573078574,1.0424989986312847,42.96468703142378,-52.26890024325342,0,0.005748748779296875
23,0,1,0,4500,20,0.9829291089002281,1.1406997103635166,85.01124630396063,-111.75779627979244,0,0.10660624504089355
24,0,1,0,4500,28,0.9828684395953382,1.2470057820442797,120.78596196894411,-179.41873005735067,0,0.01456761360168457
