,L1,L2,iter,outliers,sigma,nre_corr,nre_uncorr,max,min,close_to_zero,time
0,1,0,0,0,0,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.93134665489197
1,1,0,0,0,4,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.4598925113678
2,1,0,0,0,12,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.368504762649536
3,1,0,0,0,20,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.0184051990509
4,1,0,0,0,28,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.63149356842041
5,1,0,0,1125,0,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.720539569854736
6,1,0,0,1125,4,1.0026447798546678,1.0047318664794656,10.969533297122895,-14.767396584016055,31,62.63080930709839
7,1,0,0,1125,12,1.0004636658922639,1.006469604065295,15.186853009672816,-10.92766176671646,30,62.43286967277527
8,1,0,0,1125,20,0.9965007422713732,1.003993577878408,296.9256166921789,-8.740310027924073,32,44.207741498947144
9,1,0,0,1125,28,0.9945265579030257,1.0243933413663213,335.04004678063626,-10.695403900553208,28,69.48692750930786
10,1,0,0,2250,0,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.950599670410156
11,1,0,0,2250,4,0.9981794436693199,1.0022222438386676,163.04358513432703,-9.19662115992232,31,48.978564500808716
12,1,0,0,2250,12,0.9965083540816625,1.0052046224281588,241.5423975711887,-10.91742506191093,31,80.36300921440125
13,1,0,0,2250,20,0.9940467174732626,1.0226610876336995,345.1601912879469,-11.670318317031883,26,37.661128520965576
14,1,0,0,2250,28,0.9951893870512101,1.038072585390663,436.79012482130486,-9.222958618572092,31,82.79348134994507
15,1,0,0,3375,0,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.60924959182739
16,1,0,0,3375,4,0.9986770415150262,1.002878749032194,169.8429167212939,-10.808159966719094,30,55.686025619506836
17,1,0,0,3375,12,0.9992708813421655,1.0047015464611586,21.39923682445876,-10.263805891290438,31,60.91802668571472
18,1,0,0,3375,20,0.9963223442122153,1.0159686134322454,424.0784939280408,-12.586893712293138,28,50.82156419754028
19,1,0,0,3375,28,0.9925211067705898,1.0874150314297613,555.9934449445788,-8.122803693572735,24,50.09069108963013
20,1,0,0,4500,0,1.003841366127279,1.0053912132888054,10.145896570406787,-7.1056050676928635,30,48.80400586128235
21,1,0,0,4500,4,0.998135770268917,1.0034222746214005,177.43530871530282,-9.952664591663968,30,69.56464648246765
22,1,0,0,4500,12,0.9968419270873562,1.0188722405283317,22.525293784213908,-12.426948807431172,30,63.01240253448486
23,1,0,0,4500,20,0.9932742645052249,1.048227981161947,470.21479274731615,-7.634259616231273,21,50.44145846366882
24,1,0,0,4500,28,0.9960797712795261,1.053121161974235,637.9638653009049,-13.490038919497318,30,49.81262969970703
